Country,Year,Disease Name,Disease Category,PrevalenceRate,IncidenceRate,MortalityRate,AgeMin,AgeMax,Gender,Population Affected,HealthcareAccess,Doctors per 1000,Hospital Beds per 1000,Treatment Type,AvgTreatmentCost USD,VaccineAvailable,RecoveryRate,DALYs,Improvement5Yr,PerCapitaIncomeUSD,UrbanizationRate,Disease Category.1,RecoveryRateFlag,CostCategory,IsHighRisk,TestErrorCheck,TestErrorCheck.1
China,2021,Measles,Neurological,17.63,11.06,3.9,19,35,Other,852484,78.74,4.74,3.58,Vaccination,21941,Yes,86.19,2230,2.92,82403,51.62,Viral,OK,Medium,Low Risk,0,
Uk,2016,Hiv/Aids,Respiratory,13.7,9.6,7.87,19,35,Other,619413,83.04,2.3,6.35,Therapy,46677,Yes,56.55,1697,0.35,7869,57.94,Viral,OK,High,High Risk,0,
France,2004,Ebola,Viral,16.62,13.76,0.45,36,60,Other,15944,56.22,1.99,4.51,Surgery,37593,Yes,66.05,3774,9.16,9333,42.69,Viral,OK,High,Low Risk,0,
Australia,2020,Measles,Viral,3.7,13.41,8.15,36,60,Other,864254,64.81,4.67,9.71,Surgery,41831,Yes,96.23,3587,5.41,42023,20.11,Viral,OK,High,High Risk,0,
Brazil,2008,Cholera,Bacterial,2.6,13.64,1.11,36,60,Male,330501,73.5,1.07,9.92,Vaccination,5776,No,85.1,2381,8.35,87874,34.48,Bacterial,OK,Low,Low Risk,0,
Canada,2019,Zika,Parasitic,18.24,8.68,5.08,0,18,Male,980768,51.32,1.25,8.94,Medication,31824,Yes,53.6,4217,9.28,38020,43.67,Viral,OK,High,High Risk,0,
Usa,2022,Parkinson'S Disease,Cardiovascular,11.8,11.78,3.05,61,60,Male,149839,76.69,2.86,7.58,Vaccination,32645,Yes,80.59,109,2.05,42949,41.47,Neurological,OK,High,Low Risk,0,
Indonesia,2000,Parkinson'S Disease,Metabolic,17.93,8.15,1.79,36,60,Male,614307,61.1,2.71,6.42,Therapy,9881,No,82.72,2119,5.73,10218,28.33,Neurological,OK,Low,Low Risk,0,
Germany,2018,Hepatitis,Autoimmune,0.98,11.8,8.18,36,60,Male,25715,95.5,1.89,5.33,Therapy,32209,No,92.68,2007,6.07,91165,66.37,Viral,OK,High,High Risk,0,
Russia,2001,Rabies,Cardiovascular,9.57,6.51,3.91,61,60,Other,191852,79.3,3.01,7.27,Surgery,15020,Yes,81.15,3212,2.21,78738,57.75,Viral,OK,Medium,Low Risk,0,
France,2024,Influenza,Chronic,15.75,1.32,4.54,36,60,Female,490010,75.11,4.83,5.81,Therapy,16821,Yes,93.72,2729,8.33,41376,88.98,Viral,OK,Medium,Low Risk,0,
Canada,2011,Ebola,Metabolic,14.6,0.19,7.13,36,60,Other,741161,84.63,1.04,6.77,Therapy,7978,No,52.88,2439,5.36,27408,79.29,Viral,OK,Low,High Risk,0,
Turkey,2018,Cholera,Genetic,3.15,8.75,1.38,36,60,Other,323467,98.09,2.86,1.43,Therapy,8375,Yes,82.75,2778,0.53,30435,64.17,Bacterial,OK,Low,Low Risk,0,
India,2017,Parkinson'S Disease,Genetic,4.91,9.52,4.57,0,18,Other,642901,87.02,2.1,7.32,Vaccination,29598,No,74.34,15,8.43,38908,81.51,Neurological,OK,High,Low Risk,0,
Mexico,2009,Parkinson'S Disease,Metabolic,2.05,3.93,5.94,36,60,Female,59251,99.44,4.64,6.77,Vaccination,44457,Yes,77.47,2380,5.56,95662,83.87,Neurological,OK,High,High Risk,0,
Turkey,2022,Hypertension,Neurological,6.65,13.05,9.6,36,60,Male,509170,71.69,1.85,9.29,Therapy,33883,No,50.29,987,1.27,55100,40.37,Cardiovascular,OK,High,High Risk,0,
Uk,2004,Cholera,Respiratory,8.94,10.3,3.19,19,35,Female,922492,87.84,1.43,6.07,Therapy,17553,No,80.25,4038,8.79,14371,31.87,Bacterial,OK,Medium,Low Risk,0,
India,2014,Cholera,Infectious,18.4,4.83,4.92,0,18,Other,776951,84.73,3.34,4.04,Surgery,19224,No,51.21,3793,5.82,62667,66.97,Bacterial,OK,Medium,Low Risk,0,
Brazil,2000,Alzheimer'S Disease,Infectious,5.62,3.38,4.21,19,35,Other,373441,76.48,2.06,3.09,Vaccination,41170,No,52.93,1119,7.13,74437,83.52,Neurological,OK,High,Low Risk,0,
Argentina,2000,Parkinson'S Disease,Cardiovascular,4.86,13.77,6.56,36,60,Female,703783,56.1,4.76,1.64,Vaccination,29986,Yes,60.29,2275,2.53,23917,39.98,Neurological,OK,High,High Risk,0,
Turkey,2014,Measles,Respiratory,18.82,11.65,1.9,19,35,Other,133104,61.24,2.24,9.44,Vaccination,41838,No,50.47,3821,2.78,30598,86.49,Viral,OK,High,Low Risk,0,
Uk,2011,Leprosy,Chronic,7.9,8.46,1.56,19,35,Male,269159,95.04,3.38,8.11,Medication,35868,Yes,75.41,323,2.68,45484,80.88,Bacterial,OK,High,Low Risk,0,
Brazil,2024,Influenza,Bacterial,11.3,13.26,6.13,19,35,Male,400271,78.85,2.85,9.82,Surgery,20403,Yes,68.94,604,7.94,44015,50.82,Viral,OK,Medium,High Risk,0,
Brazil,2014,Alzheimer'S Disease,Metabolic,13.06,14.9,3.85,36,60,Female,863259,85.11,3.49,4.99,Therapy,22556,Yes,77.45,4786,9.95,72367,40.13,Neurological,OK,Medium,Low Risk,0,
Indonesia,2010,Rabies,Bacterial,0.82,0.43,9.93,36,60,Male,703894,95.4,3.07,6.81,Surgery,39105,Yes,63.36,4531,0.17,13583,59.33,Viral,OK,High,High Risk,0,
Australia,2006,Polio,Bacterial,14.83,10.09,4.64,19,35,Female,883662,95.89,3.17,7.8,Surgery,18446,Yes,84.91,2148,2.14,72955,28.71,Viral,OK,Medium,Low Risk,0,
Canada,2008,Asthma,Infectious,18.44,8.52,7.76,0,18,Other,144702,50.24,3.36,6.46,Surgery,13128,No,80.39,4201,9.11,12559,84.99,Respiratory,OK,Medium,High Risk,0,
Saudi Arabia,2023,Zika,Neurological,8.12,2.65,1.34,0,18,Female,413700,68.27,2.9,9.69,Therapy,33763,Yes,92.48,2679,0.96,74991,41.07,Viral,OK,High,Low Risk,0,
Canada,2002,Rabies,Parasitic,11.43,13.06,4.59,36,60,Female,779856,54.48,3.17,2.86,Therapy,48344,No,83.65,4791,0.71,95005,38.63,Viral,OK,High,Low Risk,0,
Turkey,2018,Diabetes,Viral,18.24,8.09,1.8,61,60,Female,408285,80.58,3.77,3.68,Vaccination,23338,No,52.11,664,6.28,62474,33.9,Metabolic,OK,Medium,Low Risk,0,
South Korea,2021,Cancer,Respiratory,9.63,3.08,1.6,19,35,Male,934854,99.02,2.88,3.76,Therapy,9301,No,56.67,1229,3.31,83262,26.73,Chronic,OK,Low,Low Risk,0,
South Korea,2003,Polio,Cardiovascular,14.37,12.02,2.6,61,60,Female,780191,73.67,2.76,6.35,Therapy,30900,Yes,62.98,3319,4.54,46862,40.24,Viral,OK,High,Low Risk,0,
Italy,2006,Tuberculosis,Metabolic,0.91,14.86,7.76,36,60,Male,896608,78.15,1.75,1.48,Vaccination,17117,Yes,74.81,873,6.79,78129,29.45, Bacterial,OK,Medium,High Risk,0,
Japan,2000,Hiv/Aids,Cardiovascular,3.14,13.47,4.2,61,60,Other,204016,98.11,1.03,1.05,Surgery,11538,No,59.38,313,5.68,88191,78.9,Viral,OK,Medium,Low Risk,0,
South Africa,2002,Covid-19,Viral,16.81,3.23,7.39,19,35,Female,470955,93.98,1.41,3.88,Medication,34806,No,77.65,1411,3.24,67605,39.44,Viral,OK,High,High Risk,0,
Canada,2012,Zika,Bacterial,8.61,2.73,2.26,36,60,Other,949385,52.08,4.63,6.89,Medication,9703,Yes,83.16,2551,4.98,37369,77.92,Viral,OK,Low,Low Risk,0,
Indonesia,2009,Dengue,Metabolic,6.44,8.44,0.86,19,35,Male,687786,60.01,2.29,5.3,Vaccination,195,Yes,89.02,3085,8.81,90004,82.18,Viral,OK,Low,Low Risk,0,
Italy,2002,Malaria,Parasitic,9.87,1.95,3.9,0,18,Female,655401,62.1,0.77,2.77,Surgery,17711,Yes,90.58,3950,2.9,96428,48.66,Parasitic,OK,Medium,Low Risk,0,
South Africa,2020,Ebola,Autoimmune,17.25,7.87,3.66,0,18,Other,148785,56.23,4.15,9.34,Surgery,7891,Yes,51.96,3147,4.05,14549,24.4,Viral,OK,Low,Low Risk,0,
Indonesia,2005,Hiv/Aids,Metabolic,14.14,5.89,9.02,36,60,Male,843300,55,4.62,4.56,Therapy,1073,Yes,97.49,2547,9.58,2179,36.64,Viral,OK,Low,High Risk,0,
Indonesia,2021,Influenza,Autoimmune,2.48,2.57,2.03,0,18,Other,584925,68.79,3.42,4.51,Medication,10255,No,80.03,4331,8.2,71483,50.56,Viral,OK,Medium,Low Risk,0,
Germany,2014,Parkinson'S Disease,Genetic,2.15,8.94,4.58,0,18,Male,124719,57.84,2.81,4.43,Medication,24125,Yes,56.51,114,5.02,65837,31.35,Neurological,OK,Medium,Low Risk,0,
Germany,2002,Hepatitis,Cardiovascular,7.13,7.71,7.74,36,60,Female,494613,51.17,3.77,6.27,Medication,46354,No,95.09,1538,8.58,90492,86.74,Viral,OK,High,High Risk,0,
India,2024,Leprosy,Infectious,16.01,4.69,8.69,19,35,Male,449513,72.27,3.53,9.92,Therapy,39467,No,63.14,3568,6.34,83270,48.21,Bacterial,OK,High,High Risk,0,
South Africa,2022,Asthma,Bacterial,19.97,2.34,0.32,19,35,Other,542641,99.41,1.89,8.57,Medication,37764,No,63.48,896,5.77,4421,27.51,Respiratory,OK,High,Low Risk,0,
Canada,2016,Cancer,Chronic,5.54,7.23,3.87,36,60,Male,677602,57.52,0.74,2.07,Medication,28139,Yes,83.67,362,8.06,42662,73.78,Chronic,OK,High,Low Risk,0,
Russia,2017,Cholera,Respiratory,12.18,0.65,5.87,0,18,Female,760533,88.99,4.43,9.9,Therapy,2552,No,81.21,2799,0.31,34745,79.41,Bacterial,OK,Low,High Risk,0,
France,2013,Asthma,Chronic,7.45,12.16,0.96,0,18,Male,47328,52.44,0.67,6.49,Medication,36446,No,93.76,4507,9.29,62059,72.84,Respiratory,OK,High,Low Risk,0,
Argentina,2019,Polio,Genetic,1.29,9.2,4.44,61,60,Other,614812,68.07,3.04,3.83,Medication,29674,Yes,68.39,686,3.8,86672,35.91,Viral,OK,High,Low Risk,0,
Japan,2005,Alzheimer'S Disease,Parasitic,18.53,6.47,5.04,36,60,Male,799027,70.03,1.16,7.86,Therapy,21856,No,75.45,566,8.41,87629,46.14,Neurological,OK,Medium,High Risk,0,
Argentina,2005,Dengue,Neurological,5.57,5.16,0.88,19,35,Female,245019,62.05,2.47,6.65,Surgery,21333,No,81.7,2930,8.55,97062,58.01,Viral,OK,Medium,Low Risk,0,
Germany,2005,Covid-19,Infectious,13.01,9.09,1.2,61,60,Female,92097,58.76,3.42,3.82,Surgery,33297,Yes,65.26,3473,7.14,57702,37.02,Viral,OK,High,Low Risk,0,
Mexico,2022,Hypertension,Neurological,10.89,13.71,4.62,0,18,Female,192860,98.57,4.48,4.41,Vaccination,43861,No,53.43,2320,9.39,55886,33.4,Cardiovascular,OK,High,Low Risk,0,
Japan,2010,Rabies,Chronic,10.56,13.83,5.83,36,60,Female,864603,86,2.56,7.25,Therapy,12591,No,85.34,170,2.64,39938,22.96,Viral,OK,Medium,High Risk,0,
Germany,2018,Cancer,Chronic,15.37,5.01,9.76,61,60,Female,416319,58.14,1.8,5.17,Therapy,42332,Yes,84.96,1831,1.34,96500,85.54,Chronic,OK,High,High Risk,0,
Germany,2016,Hypertension,Bacterial,10.67,3.67,5.85,61,60,Other,799004,60.71,2.47,3.48,Surgery,32730,No,51.71,1683,1.31,62853,49.34,Cardiovascular,OK,High,High Risk,0,
South Africa,2010,Cholera,Parasitic,5.43,5.99,3.15,0,18,Female,247824,75.19,3.43,6.97,Vaccination,22930,No,62.16,4634,7.74,80728,53.29,Bacterial,OK,Medium,Low Risk,0,
Brazil,2019,Tuberculosis,Autoimmune,15.65,2.55,7.44,0,18,Other,941684,52.06,0.8,3.58,Surgery,19989,No,89.08,213,0.4,49684,75.48, Bacterial,OK,Medium,High Risk,0,
Saudi Arabia,2002,Hypertension,Autoimmune,18.06,3.95,1.25,36,60,Male,905138,90.84,1.29,5.05,Vaccination,10090,No,51.28,306,9.37,21361,60.06,Cardiovascular,OK,Medium,Low Risk,0,
Usa,2019,Parkinson'S Disease,Cardiovascular,10.36,5.64,1.54,36,60,Other,520943,89.88,3.76,5.64,Vaccination,5810,Yes,58.77,1499,9.1,37981,20.46,Neurological,OK,Low,Low Risk,0,
Uk,2018,Polio,Infectious,1.95,3.78,2.81,0,18,Male,827125,81.86,1.68,9.66,Therapy,28784,No,96.96,2509,4.03,35630,26.36,Viral,OK,High,Low Risk,0,
China,2005,Polio,Cardiovascular,14.82,6.72,4.64,0,18,Other,57799,52.96,4.37,1.9,Therapy,40429,No,60.29,1227,9.71,53091,40.62,Viral,OK,High,Low Risk,0,
Brazil,2013,Influenza,Infectious,7.13,13.81,7.19,0,18,Other,493680,61,3.39,5.28,Medication,46186,Yes,66.91,1640,9.03,6335,24.36,Viral,OK,High,High Risk,0,
Brazil,2022,Cancer,Bacterial,8.95,4.13,0.24,19,35,Male,303517,59.23,4.75,3.23,Medication,18869,Yes,78.06,1286,7.52,24972,58.71,Chronic,OK,Medium,Low Risk,0,
Russia,2002,Hepatitis,Bacterial,14.31,6.86,9.71,0,18,Male,874491,59.76,1.79,3.49,Vaccination,47260,Yes,87.04,154,4.96,65783,67.11,Viral,OK,High,High Risk,0,
Canada,2011,Ebola,Metabolic,1.18,13.12,1.65,19,35,Male,556700,74.68,2.23,2.75,Medication,29154,Yes,79.12,502,6.49,93201,53.05,Viral,OK,High,Low Risk,0,
Turkey,2013,Cholera,Metabolic,14.94,7.76,4.11,36,60,Other,597321,75.54,0.64,2.61,Therapy,12347,Yes,78.42,3900,1.96,83096,48.96,Bacterial,OK,Medium,Low Risk,0,
Saudi Arabia,2006,Cholera,Bacterial,9.99,12.81,8.48,0,18,Other,862608,56.29,3.53,8.1,Medication,43227,Yes,96.76,2573,2.1,37124,52.17,Bacterial,OK,High,High Risk,0,
Russia,2002,Covid-19,Respiratory,13.02,14.89,3.98,36,60,Male,482042,77.59,0.6,2.75,Surgery,29381,Yes,97.08,3993,2.84,65486,52.69,Viral,OK,High,Low Risk,0,
Uk,2007,Dengue,Bacterial,17.73,2.49,8.39,0,18,Male,195702,58.78,4.11,1.68,Vaccination,30445,No,93.03,4554,3.5,88416,27.53,Viral,OK,High,High Risk,0,
Mexico,2004,Tuberculosis,Viral,6.13,4.66,6.1,36,60,Female,80676,60.89,4.97,3.1,Medication,11898,Yes,63.14,617,6.91,42961,64.17, Bacterial,OK,Medium,High Risk,0,
Canada,2023,Asthma,Cardiovascular,16.73,8.97,7.67,0,18,Female,718094,87.45,2.12,5.36,Medication,29829,Yes,64.75,4568,9.96,72405,84.13,Respiratory,OK,High,High Risk,0,
Japan,2011,Hepatitis,Genetic,3.75,4.12,0.5,0,18,Male,505235,75.07,2.86,7.6,Surgery,36055,Yes,52.87,534,9.6,4233,35.49,Viral,OK,High,Low Risk,0,
Argentina,2001,Ebola,Neurological,10.65,11,2.62,61,60,Male,408148,58.68,2.38,1.71,Vaccination,6387,Yes,68.18,855,8.47,74843,84.59,Viral,OK,Low,Low Risk,0,
Uk,2022,Parkinson'S Disease,Autoimmune,19.91,8.03,9.6,36,60,Male,784892,72.46,2.74,2.43,Vaccination,40429,Yes,94.85,4928,9.3,9830,50.6,Neurological,OK,High,High Risk,0,
China,2013,Parkinson'S Disease,Bacterial,17.23,7.14,8.85,36,60,Male,968496,60,4.88,7.4,Medication,41737,Yes,77.99,3365,2.44,14301,39.78,Neurological,OK,High,High Risk,0,
Nigeria,2001,Measles,Respiratory,2.65,1.96,4.88,61,60,Male,595413,69.65,3.18,7.92,Vaccination,5223,No,98.82,2733,4.4,9155,40.03,Viral,OK,Low,Low Risk,0,
Germany,2003,Measles,Autoimmune,16.59,4.79,2.61,61,60,Female,117862,99.91,4.74,3.66,Therapy,8156,Yes,93.93,4502,7.34,48162,37.59,Viral,OK,Low,Low Risk,0,
Japan,2011,Polio,Metabolic,6.31,8.75,6.67,0,18,Male,333244,68.92,2.35,1.42,Therapy,13098,No,67.48,3772,7.92,87077,77.46,Viral,OK,Medium,High Risk,0,
Saudi Arabia,2023,Malaria,Parasitic,5.75,14.27,5.05,0,18,Male,805599,51.51,0.97,5.73,Therapy,36521,No,71.75,3098,9.22,58692,37.24,Parasitic,OK,High,High Risk,0,
Uk,2020,Rabies,Chronic,7.01,11.18,4.61,36,60,Other,116279,74.66,1.93,9.82,Surgery,7881,No,54.38,1906,9.04,72334,64.75,Viral,OK,Low,Low Risk,0,
Uk,2019,Ebola,Cardiovascular,2.87,6.11,6.61,36,60,Female,79601,60.79,1.22,7.93,Medication,34861,Yes,75.14,1720,8.53,17568,63.29,Viral,OK,High,High Risk,0,
France,2015,Zika,Cardiovascular,12.55,7.66,3.68,19,35,Female,408058,62.95,2.64,8.86,Therapy,25437,No,53.4,3748,4.04,53720,41.48,Viral,OK,High,Low Risk,0,
China,2016,Dengue,Parasitic,7.37,12.28,1.75,36,60,Male,368664,52.17,3.94,3.81,Therapy,27591,No,84.44,3898,7.34,88045,39.83,Viral,OK,High,Low Risk,0,
Indonesia,2011,Diabetes,Viral,14.12,0.6,0.35,36,60,Female,197846,52.7,4.12,9.26,Therapy,31075,No,92.35,4582,6.09,98089,34.19,Metabolic,OK,High,Low Risk,0,
Australia,2018,Dengue,Autoimmune,10.82,4.64,6.29,0,18,Other,462151,80.56,1.48,4.83,Vaccination,40220,No,68.71,803,9.91,4420,49.36,Viral,OK,High,High Risk,0,
Turkey,2009,Ebola,Autoimmune,8.94,12.24,8.43,61,60,Female,244014,55.26,2.93,1.07,Vaccination,13217,No,77.27,1665,6.36,19217,23.33,Viral,OK,Medium,High Risk,0,
Argentina,2017,Hypertension,Cardiovascular,9.76,2.98,7.9,0,18,Female,102201,71.89,4.23,1.91,Surgery,27376,Yes,74.35,3843,9.56,97615,86.84,Cardiovascular,OK,High,High Risk,0,
Argentina,2008,Tuberculosis,Respiratory,8.23,9.33,3.52,19,35,Male,998313,62.42,3.98,4.54,Therapy,3561,Yes,63.94,4827,1.56,56434,40.92, Bacterial,OK,Low,Low Risk,0,
Australia,2012,Ebola,Neurological,6.11,13.52,4.83,0,18,Other,674468,53,1.01,9.01,Surgery,21210,No,53.68,2859,4.2,81925,23,Viral,OK,Medium,Low Risk,0,
Argentina,2018,Asthma,Genetic,1.74,4.3,3.9,0,18,Male,875980,93.82,3.22,5.3,Surgery,5236,Yes,55.27,1235,5.03,5316,55.75,Respiratory,OK,Low,Low Risk,0,
Saudi Arabia,2014,Rabies,Neurological,7.06,1.04,3.75,61,60,Male,509395,55.37,0.61,2.9,Therapy,39000,Yes,54.54,2745,7.75,31080,85.99,Viral,OK,High,Low Risk,0,
China,2019,Asthma,Metabolic,6.19,10.04,1.24,19,35,Female,693766,82.03,3.98,9.98,Vaccination,23722,No,51.51,4979,6.38,84260,46.05,Respiratory,OK,Medium,Low Risk,0,
Indonesia,2013,Rabies,Infectious,8.71,11.15,6.82,0,18,Female,653700,67.61,1.36,8.91,Medication,35326,No,80.73,1829,7.6,80760,41.92,Viral,OK,High,High Risk,0,
Nigeria,2024,Diabetes,Bacterial,16.13,12.82,5,61,60,Male,842486,51.52,1.65,4.99,Medication,12674,No,59.1,4610,1.7,37570,61.67,Metabolic,OK,Medium,Low Risk,0,
Germany,2020,Hiv/Aids,Autoimmune,2.01,12.76,3.68,36,60,Female,414682,77.51,3.04,3.48,Therapy,39102,Yes,59.44,1926,4.12,61683,62.36,Viral,OK,High,Low Risk,0,
Germany,2013,Alzheimer'S Disease,Bacterial,11.84,10.35,0.3,36,60,Female,538243,87.69,3.45,0.82,Vaccination,39923,No,62.68,3639,1.55,79667,67.38,Neurological,OK,High,Low Risk,0,
Uk,2020,Hiv/Aids,Parasitic,19.73,5.72,1.48,61,60,Female,680979,60.34,2.56,4.25,Vaccination,18992,Yes,65.49,2693,5.94,92200,86.44,Viral,OK,Medium,Low Risk,0,
Russia,2008,Diabetes,Respiratory,3.63,10.1,1.94,0,18,Male,333792,80.07,3.93,4.17,Medication,10305,No,59.27,1510,6.31,47842,43.76,Metabolic,OK,Medium,Low Risk,0,
Saudi Arabia,2005,Tuberculosis,Autoimmune,5.74,3.29,0.46,61,60,Other,635283,93.73,1.01,3.34,Vaccination,43112,Yes,94.64,3322,9.55,76878,44.38, Bacterial,OK,High,Low Risk,0,
India,2018,Alzheimer'S Disease,Chronic,16.78,3.29,4.01,19,35,Other,628400,69.27,2.78,3.77,Medication,11430,No,96.15,3386,7.55,62078,24.71,Neurological,OK,Medium,Low Risk,0,
Brazil,2022,Hiv/Aids,Viral,6.26,0.31,5.66,36,60,Male,505634,64.86,4.85,1.4,Therapy,49555,Yes,93.78,2439,2.82,62342,58.05,Viral,OK,High,High Risk,0,
Turkey,2008,Alzheimer'S Disease,Bacterial,3.99,2.79,0.55,19,35,Male,399339,81.58,3.4,4.45,Medication,34345,Yes,96.24,133,8.47,76521,45.01,Neurological,OK,High,Low Risk,0,
Uk,2024,Hiv/Aids,Cardiovascular,14.96,4.76,2.49,19,35,Male,517524,93.99,1.7,4.58,Medication,15082,Yes,61.76,1938,0.59,31025,70.56,Viral,OK,Medium,Low Risk,0,
Italy,2008,Leprosy,Neurological,18.23,11.27,2.98,19,35,Female,446302,92.41,1.98,2,Vaccination,36869,Yes,93.63,2648,6.61,56432,71.8,Bacterial,OK,High,Low Risk,0,
South Africa,2020,Parkinson'S Disease,Metabolic,10.25,13.73,1.29,0,18,Other,93749,61.03,4.29,2.69,Therapy,44091,No,79.14,60,5.93,97861,52.2,Neurological,OK,High,Low Risk,0,
Japan,2012,Measles,Metabolic,7.59,7.26,1.46,61,60,Male,328970,52.37,3.61,2.59,Vaccination,32447,Yes,64.1,3384,5.91,99095,42.03,Viral,OK,High,Low Risk,0,
Saudi Arabia,2000,Cholera,Autoimmune,1.6,5.25,4,0,18,Other,902073,64.69,0.78,2.61,Surgery,6268,No,71.9,3272,2.29,73902,86.47,Bacterial,OK,Low,Low Risk,0,
Argentina,2022,Zika,Bacterial,4.74,11.58,0.22,36,60,Female,607792,74.47,4.62,9.22,Surgery,32844,Yes,53.74,2133,3.26,5913,80.1,Viral,OK,High,Low Risk,0,
Russia,2013,Tuberculosis,Cardiovascular,18.17,12.9,5.84,19,35,Female,506444,98.12,3.81,9.87,Medication,43654,No,58.99,4554,5.06,6992,47.66, Bacterial,OK,High,High Risk,0,
South Korea,2000,Ebola,Parasitic,5.06,14.59,4.82,19,35,Female,274585,57.31,0.91,7.22,Surgery,39900,Yes,62.83,4938,7.27,33803,60.48,Viral,OK,High,Low Risk,0,
India,2015,Zika,Bacterial,18.4,14.82,8.09,36,60,Male,421037,59.38,3.32,6.59,Therapy,14455,Yes,80.39,3347,2.39,1226,59.98,Viral,OK,Medium,High Risk,0,
Nigeria,2022,Polio,Infectious,18.29,7.22,3.45,0,18,Male,933548,78.68,3.6,2.04,Surgery,36229,No,76.05,1315,4.53,30095,58.37,Viral,OK,High,Low Risk,0,
Saudi Arabia,2007,Cancer,Autoimmune,2.88,11.6,7.64,61,60,Female,642241,53.58,2.88,9.16,Surgery,37392,Yes,96.99,280,6.45,50706,63.81,Chronic,OK,High,High Risk,0,
South Korea,2023,Covid-19,Bacterial,19.55,3.32,9.63,61,60,Female,156444,77.02,4.05,7.13,Therapy,45023,No,94.37,2474,9.35,75214,28.37,Viral,OK,High,High Risk,0,
Germany,2001,Zika,Viral,6.29,0.66,8.19,61,60,Female,531007,57.31,2.66,1.88,Vaccination,34739,No,52.65,4978,2.29,1111,80.55,Viral,OK,High,High Risk,0,
Argentina,2011,Ebola,Bacterial,19.42,1.28,4.63,61,60,Other,812951,77.91,4.26,0.52,Surgery,24514,No,97.27,3257,8.45,98681,79.1,Viral,OK,Medium,Low Risk,0,
South Africa,2011,Measles,Neurological,19.41,13.13,2.53,0,18,Other,286167,69.14,2.93,8.58,Surgery,13061,No,60.44,4420,4.6,84911,56.95,Viral,OK,Medium,Low Risk,0,
India,2001,Cancer,Genetic,7.66,7.85,5.11,19,35,Male,907430,55.19,3.5,8.6,Medication,2977,No,77.53,3002,9.15,69278,63.33,Chronic,OK,Low,High Risk,0,
Japan,2010,Rabies,Bacterial,18.83,1.83,1.89,0,18,Male,41909,80.05,4.17,3.56,Vaccination,29602,Yes,61.69,733,5.74,9059,74.2,Viral,OK,High,Low Risk,0,
Turkey,2005,Hepatitis,Viral,10.31,6.85,4.97,19,35,Female,785885,71.89,4.46,7.78,Surgery,8126,No,51.35,3297,9.28,13373,69.91,Viral,OK,Low,Low Risk,0,
Russia,2014,Covid-19,Infectious,11.11,6.5,4.72,61,60,Male,143452,54.16,4.95,2.96,Vaccination,35363,No,77.16,703,5.51,35473,88.41,Viral,OK,High,Low Risk,0,
Turkey,2000,Hypertension,Infectious,11.11,11.28,3.93,0,18,Other,562280,56.39,4.96,4.61,Vaccination,43899,Yes,56.27,980,7.02,18703,26.87,Cardiovascular,OK,High,Low Risk,0,
Australia,2009,Leprosy,Chronic,17.2,9.33,0.93,19,35,Male,382033,71.15,3.89,4.66,Therapy,7408,No,71.96,3840,8.03,42779,59.7,Bacterial,OK,Low,Low Risk,0,
Uk,2010,Alzheimer'S Disease,Viral,8.25,12.58,3.71,19,35,Other,675496,74.48,1.56,3.02,Vaccination,22844,No,57.49,4385,2.23,95199,83.45,Neurological,OK,Medium,Low Risk,0,
South Korea,2022,Diabetes,Autoimmune,11.55,9.25,4.31,0,18,Male,407221,97.45,3.35,5.15,Surgery,12089,No,88.54,354,3.56,28911,65.59,Metabolic,OK,Medium,Low Risk,0,
India,2017,Asthma,Viral,13.88,6.23,5.16,36,60,Other,265312,99.68,3.2,8.71,Medication,30939,Yes,54.42,4388,8.49,28892,60.53,Respiratory,OK,High,High Risk,0,
Turkey,2023,Parkinson'S Disease,Infectious,0.55,5.18,7.77,0,18,Female,235388,82.45,2.27,0.74,Therapy,13160,No,98.94,1745,7.32,29618,49.8,Neurological,OK,Medium,High Risk,0,
Russia,2019,Zika,Bacterial,1.03,8.26,6.17,61,60,Other,793789,85.27,1.13,4.92,Medication,8906,Yes,66.71,4984,4.9,94811,52.55,Viral,OK,Low,High Risk,0,
Uk,2000,Cancer,Infectious,15.69,14.45,4.75,61,60,Female,906787,58.65,2.31,3.22,Medication,20051,Yes,84.61,3602,1.34,57313,78.48,Chronic,OK,Medium,Low Risk,0,
Usa,2019,Ebola,Respiratory,7.27,7.11,9.48,0,18,Other,696180,87.68,2.42,4.02,Therapy,28926,No,89.78,3683,5.87,40663,43.51,Viral,OK,High,High Risk,0,
Italy,2019,Dengue,Cardiovascular,5.97,4.65,5.35,0,18,Male,101330,90.12,0.74,1.81,Therapy,34838,No,70.68,467,2.35,69819,57.41,Viral,OK,High,High Risk,0,
Mexico,2008,Measles,Viral,14.43,14.96,6.21,61,60,Male,355421,62.45,3.02,8.87,Vaccination,46377,No,83.16,503,7.64,63064,27.72,Viral,OK,High,High Risk,0,
Canada,2014,Influenza,Autoimmune,8.22,12.23,9.53,0,18,Female,423690,80.91,1.15,5.19,Therapy,44102,Yes,86.99,1016,5.16,7273,84.29,Viral,OK,High,High Risk,0,
South Africa,2016,Hypertension,Cardiovascular,11.52,2.94,6.18,19,35,Male,266560,59.58,3.51,6.6,Therapy,16039,Yes,74.9,4431,3.89,2619,29.51,Cardiovascular,OK,Medium,High Risk,0,
